           Cholesky,                   GS,                MGS,          Householder,          Matlab-qr,                  svd,,,,,,
0.9999999809927110,1.0000131825195300,0.9999999985206780,1.0000000009966100,1.0000000009966100,1.0000000009966100,,,,,,
0.0000052761909671,-0.0022572079677077,0.0000003050807236,-0.0000004227430466,-0.0000004227428548,-0.0000004227428473,,,,,,
-8.0001921291302800,-7.9391316048631600,-8.0000085372339800,-7.9999812356847700,-7.9999812356908300,-7.9999812356908500,,,,,,
0.0027532715936889,-0.6519167450535330,0.0000830962160406,-0.0003187632432964,-0.0003187631666744,-0.0003187631598007,,,,,,
10.6461350381838000,14.2711955210786000,10.6663571718952000,10.6694307959605000,10.6694307954445000,10.6694307953955000,,,,,,
0.0904619422776228,-11.5678311875008000,0.0000388638106883,-0.0138202881609125,-0.0138202860729090,-0.0138202858748628,,,,,,
-5.9406827542509000,17.0680866166607000,-5.6863404584264300,-5.6470756271566200,-5.6470756325266400,-5.6470756331175000,,,,,,
0.4591083642218400,-27.8571950089237000,-0.0034568432637763,-0.0753160241699216,-0.0753160151996924,-0.0753160137983506,,,,,,
1.0655461022852700,22.3656313401172000,1.6087534144908700,1.6936069627290400,1.6936069530485700,1.6936069515877700,,,,,,
0.4661501718061210,-8.6577502172563800,0.0684591564518831,0.0060321097261301,0.0060321162250397,0.0060321179910214,,,,,,
-0.5653188824771300,1.2894034715100400,-0.4002642010593550,-0.3742417040194980,-0.3742417064829500,-0.3742417069654390,,,,,,
0.1223900097474410,0.0280984905474899,0.0927344155809599,0.0880405762040207,0.0880405766060742,0.0880405766782853,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,,,
